product_id,qty,amount,stock_code
157,8,72.84,86919388
143,5,28.81,42249597
163,7,26.07,82397555
144,4,60.7,41767085
172,4,88.34,5139613
103,9,80.08,40648088
114,2,17.26,32844894
121,7,56.89,60542786
100,7,62.74,14091803
146,5,71.21,26074832
173,6,86.51,87617016
173,6,19.26,42998723
172,7,24.28,20371166
165,2,28.33,74328147
146,4,41.56,59063254
111,6,73.35,63410563
124,6,33.65,17916936
151,6,93.14,20561802
153,1,49.52,20679859
185,2,10.74,33667553
137,7,30.66,56012552
188,3,89.05,54730090
108,8,96.39,30498181
124,7,5.27,43756728
147,1,43.48,72755853
179,7,95.3,88828633
191,1,76.63,99175504
144,9,23.7,75050108
118,6,6.74,54822825
156,6,59.52,71470900
114,7,61.97,88295619
187,4,83.09,37560096
101,1,69.33,62219365
162,6,19.13,87081558
173,1,80.11,79685399
128,7,91.2,57731032
196,6,33.53,33117478
152,4,43.39,13513757
105,8,71.56,520508
188,4,73.92,37718817
130,5,42.78,15437419
104,8,93.03,29749416
196,3,56.22,93062879
161,1,93.9,8157065
177,3,61.1,90497612
127,6,96.92,3566459
131,5,98.36,16617452
137,1,25.89,78198142
180,7,89.42,51463854
155,5,55.28,1983432
147,8,23,97816867
128,1,80.74,59158684
193,2,89.43,67984091
135,7,55.58,23268166
173,9,60.38,87970470
193,6,25.36,1403572
111,5,14.02,36621033
145,7,89.75,42863199
108,6,94.85,40075365
170,9,22.24,17637015
139,5,45.49,52918629
142,5,81.46,26440989
182,8,5.69,65923849
191,4,74.59,59028772
163,6,89.74,63812626
121,2,83.22,54377776
181,1,23.43,5466719
125,3,74.49,47440999
193,7,61.42,42433132
166,9,74.6,29788057
185,9,66.74,80069157
170,2,80.71,88532745
101,4,24.67,47429260
142,9,86.67,92325845
126,9,83.14,19918327
188,2,77.73,776813
112,2,49.15,25740530
171,6,58.92,69376757
150,3,51.07,61896024
173,2,17.79,83752544
118,8,74.24,12497577
119,3,37.84,1998313
120,6,28.89,53087928
136,6,62.69,47657281
127,6,10.55,100830
136,3,15.19,37309121
171,2,62.37,82755027
166,9,47.8,34185889
100,8,82.13,10509142
184,1,10.03,86664721
150,9,93.63,4717546
106,2,98.2,75310240
117,9,72.21,12181971
189,7,77.81,78523715
186,2,57.93,88395296
134,8,69.41,89542477
151,7,39.58,55906050
103,4,15.38,82004675
127,9,73.27,31974189
127,5,63.84,67244157
112,4,42.22,90154799
119,7,34.31,30366756
123,9,77.87,1764680
122,6,34.81,40392769
133,2,77.2,13287498
110,6,39.09,56018721
128,6,85.75,75850944
171,9,65.32,64061696
115,3,76.55,99402044
197,4,29.74,43551569
143,7,24.92,29876402
110,9,13.88,7688157
133,2,15.6,28993735
190,7,71.43,77066398
102,7,85.3,90972799
132,8,32.49,83671357
145,3,87.41,81083527
192,1,20.14,49012040
116,9,77.53,28083504
102,3,23.82,74541621
129,5,82.85,5716173
110,4,51.89,75066789
144,5,61.17,96844526
127,6,11.02,35908074
198,4,70.71,89398852
103,5,89.42,6815899
187,7,71.27,42078258
190,1,50.81,84553775
142,7,39.56,50551408
159,6,19.01,2019659
147,8,5.41,32832563
136,7,67.85,26114231
184,3,89.71,21565199
173,7,12.56,24460293
143,1,30.04,52318382
136,6,90.12,41835579
171,6,38.05,55788991
139,1,16.5,12662463
185,4,59.52,47555822
194,6,29.91,77079886
135,8,26.11,60440372
138,3,57.76,9771932
135,1,97.33,39459602
170,1,84.23,75387099
175,2,28.14,39031761
141,4,20.29,1075762
118,7,12.17,5659241
155,6,95.12,98514878
190,9,36.87,99188719
143,9,14.04,79523981
176,2,37.89,48853255
173,2,96.59,74145881
111,4,6.59,33771540
105,5,79.16,68150518
142,5,88.09,480697
192,9,93.55,28014881
124,3,12.61,81402489
105,5,59.57,24829632
121,1,96.04,45500794
174,3,18.42,53457844
121,1,43.88,5478507
105,2,51.61,36972180
104,1,69.25,66021506
119,5,38.86,62135344
168,6,26.96,53656940
156,4,92.92,27240120
117,6,12.8,2506937
119,2,70.68,28249504
154,1,97.16,709255
107,8,6.37,3270264
103,3,19.79,63848335
147,5,15.53,35721512
133,1,81.07,71496504
168,6,50.21,70443196
165,7,82.92,23094666
143,7,82.63,68683108
116,5,21.37,85212404
166,7,63.48,32111873
124,3,75.5,15579485
188,3,29.78,14600814
158,4,87.06,5537174
167,9,74.77,11652137
196,2,61.22,8932648
124,6,5.2,40831909
154,7,7.55,31621762
135,1,43,87870381
174,6,19.38,85195028
162,9,77.52,45221736
117,1,31.91,91782106
161,1,81.86,84351838
196,6,68.19,42877790
162,7,59.81,40555836
148,9,98.69,98029860
171,9,55.84,27974841
151,2,73.13,99626778
156,2,9.77,68162740
167,6,87.86,10439739
104,7,78.36,51639099
166,5,21.44,54621787
172,8,10.25,21772825
142,9,94.94,36291793
199,8,24.75,1608731
167,8,95.71,52138027
160,7,55.13,85385351
157,1,76.37,12833849
176,6,86.1,4415558
176,3,32.8,20634223
118,7,59.2,57952697
118,5,20.4,18820508
120,2,86.02,23306059
114,9,29.95,55395205
183,9,25.94,87432077
136,4,73.64,96043820
106,7,18.9,57293745
192,4,47,414029
188,6,65.73,91791078
101,3,25.26,77594907
148,3,42.47,34138175
122,6,36.12,68987572
186,3,38.09,51025649
101,5,19.73,38160103
152,2,37.18,13125011
125,2,10.99,49529371
187,8,41.33,37627089
137,2,25.6,29156245
125,9,91.22,6405847
161,7,17.72,49616996
174,3,55.04,84199393
157,2,32.66,69529511
127,2,60.73,48808682
179,6,72.38,22410269
176,7,90.65,57564470
180,7,58.93,33195957
159,4,62.57,34618622
162,9,17.51,82118495
161,3,10.65,28019626
181,6,21.59,6081140
192,3,8.2,78531482
157,6,31.28,22521989
174,3,12.4,93379854
163,5,89.68,40759395
171,1,85.18,34657980
191,9,81.29,55913027
117,5,71.54,51098001
143,4,19.9,62638470
129,5,20.56,19547534
156,9,41.77,24147521
164,4,86.48,1923209
139,2,71.99,29704378
190,4,83.84,23178090
197,3,35.79,89900543
194,5,43.74,58070833
152,7,90.86,82862824
167,1,77.9,70094107
122,9,84.63,24223935
195,7,87.77,26273747
137,6,89.41,86528610
124,9,20.36,51572235
175,6,17.65,75488888
114,9,37.46,77609021
138,6,94.05,93601849
135,7,34,8305480
178,2,29.72,98012879
157,9,54,72502167
133,2,23.47,67579129
133,8,17.25,80405108
115,2,79.52,60783608
159,7,18.37,11166870
114,1,18.07,22269614
120,2,38.41,22742308
133,5,88.87,52975639
101,3,99.52,97582953
183,1,59.01,35125488
199,5,52.6,709125
140,8,41.3,53794185
103,9,19,67795062
182,3,59.7,33210575
147,1,57.63,53493644
126,3,90.39,38575624
159,9,38.47,68501556
122,2,68.7,37456191
109,9,89.11,81071760
112,7,60.18,99564261
185,6,12.6,36321858
186,7,31.09,2370088
168,9,82.06,7010996
167,7,17.97,1815467
149,7,31.97,97959663
110,6,63.4,12136865
104,1,22.61,62512947
135,6,35.41,18416640
114,1,28.67,17098755
111,3,56.29,49205015
106,4,87.62,59898535
187,6,63.11,6285753
143,6,72.74,64226576
192,2,66.64,90756603
173,3,12.16,20492892
137,5,6.04,87773187
181,8,50.99,65589571
104,8,24.45,1915952
103,7,52.27,92639133
188,3,35.87,42015529
124,8,26.66,99582135
119,2,5.83,47388086
111,3,57.85,27891032
134,4,91.2,97900290
164,9,78.33,75477097
146,3,50.2,6504496
176,3,83.76,57530017
114,2,95.36,14573392
169,3,61.7,82785888
133,5,68.37,68133160
104,5,57.94,30238862
114,6,86.3,56268584
183,8,70.1,74856893
144,7,5.39,93606790
130,9,34.63,69772580
166,5,63.19,72188651
126,1,48.64,22984005
122,6,37.9,71817699
181,8,68.27,49798333
196,6,31.88,34243954
105,7,9.38,56370775
166,2,23.35,16582330
128,1,76.66,66594833
162,7,39.56,22370396
179,9,61.05,30896291
162,1,61.2,17574006
161,5,11.75,33428406
142,8,87.77,49047158
126,6,32.45,65604755
171,3,78.03,15543547
198,2,38.78,85538986
110,3,60.04,48206266
139,6,15.7,12482238
102,6,19.04,62108379
151,4,95.03,47025257
153,5,95.47,53036384
179,3,41.77,15238115
135,7,76.51,87011166
155,7,7.59,23237223
180,9,81.13,10158210
161,4,26.09,715324
112,1,11.09,31957953
123,8,83.57,42745266
104,3,81.52,2993348
198,2,34.13,92975965
130,4,22.84,58922354
187,6,7.29,74575060
187,2,32.31,95503158
187,7,54.09,21940255
184,7,13.61,2437743
137,9,17.18,46963840
124,1,95.04,32317213
107,3,56.34,99234744
148,7,18.85,93799300
100,6,81.09,25341768
160,6,28.52,27438633
120,6,75.09,58200735
140,3,60.13,77297020
115,5,5.3,8843548
145,9,78.92,96930182
181,7,31.21,32414400
166,9,22.63,57392721
169,6,51.91,38275425
128,6,23.19,4569107
154,5,35.01,17592758
153,2,62.97,35528111
104,9,5.37,13929657
199,3,69.95,19920153
127,3,70.63,22165237
181,8,77.3,63261943
105,4,59.49,21072277
137,4,57.41,62893053
144,9,15.08,5315673
145,6,40.93,33310626
125,4,71,48452311
127,8,79.56,52916403
111,1,48.59,29307210
169,1,62.54,77987174
107,7,44.31,49034196
175,2,53.35,26963372
103,6,48.43,9270060
139,2,58.48,56976021
188,5,9.76,46930408
105,7,12.27,21730177
144,4,19.79,7742163
179,3,63.16,19900995
166,3,19.67,63368420
177,7,56.12,78408142
156,5,48.88,33520957
120,2,28.83,92943308
159,3,47.26,83059742
146,9,9.25,53900661
163,5,6.88,37750985
189,1,13.84,14223709
111,6,32.94,14076251
192,9,35.78,66320623
163,3,11.44,21466922
145,1,89.19,26149097
184,7,18.01,7488047
189,7,35.12,14847035
180,4,92.23,13321055
193,6,79.35,30234826
145,8,5.48,64156705
127,9,68.1,97229803
159,3,48.91,23771574
194,2,67.42,25012491
109,5,45.61,10062692
169,7,15,23877092
147,3,37.73,98592029
175,1,20.61,71269405
112,7,77.56,16393851
192,4,44.24,87207132
191,1,89.42,81730858
102,1,61.78,31306454
175,1,18.1,94674316
104,4,9.94,91615770
189,6,39.08,65120828
150,3,63.21,44334949
143,2,87.28,39110015
121,1,97.95,25381801
191,1,40.33,29816767
147,9,85.93,55059770
185,4,68.9,72268919
181,5,58.69,85388123
162,7,15.72,5503780
172,6,77.54,71708508
151,1,23.88,64434803
113,2,50.24,92852150
126,5,22.9,10601242
150,7,76.67,92861862
181,9,19.78,93922128
162,4,62.62,77038180
111,8,6.65,65966259
127,3,24.84,43201686
110,6,43.08,85857582
102,8,27.91,77365293
190,5,57.84,58134368
105,9,56.98,33404677
180,2,52.59,76474491
111,7,11.49,50479467
102,4,10.34,69238291
182,2,20.35,54069183
116,7,22.88,99359553
155,6,47.26,63144055
131,9,38.41,14297793
141,3,72.77,51587758
118,6,72.38,81706204
175,9,22.27,27037324
148,2,21.62,23343061
198,3,13.1,97333975
193,9,72.48,22884503
193,6,94.47,65487990
104,3,84.91,99856878
183,4,6.02,18080797
149,4,86.93,72301630
143,8,18.48,91632128
185,8,75.15,33344386
131,6,12.31,66882220
147,6,94.45,73932659
184,1,78.16,88565798
168,7,92,64246819
147,8,11.93,91537041
164,5,63.65,81041534
130,9,74.53,33002491
145,7,93.05,54111219
145,5,15.31,74457939
168,3,86.22,94187335
128,7,5.18,86090377
154,5,79.39,91511140
144,4,7.74,85171442
124,6,45.88,4810551
145,4,23.87,55763264
118,7,86.04,22611772
182,3,85.17,39991720
102,3,81.91,14097447
147,9,35.12,62598491
143,7,14.76,87258028
104,9,74.42,32417692
191,4,70.89,94905533
146,1,48.4,47180369
107,3,42.2,69603563
141,2,97.34,71433233
142,3,88.96,3672075
121,2,46.21,95306971
187,1,18.05,88533261
189,9,43.64,48731331
161,2,85.05,18398304
138,2,91.03,737289
124,4,96.52,22866325
197,3,37.78,1388718
163,8,11.47,20364571
110,9,60.89,49482423
166,6,83.66,19081854
182,9,59.35,13446772
140,8,99.55,92232426
171,3,97.65,78337725
170,5,55.38,86343527
173,9,44.96,38488696
120,5,7.04,9181021
184,4,8.31,25274301
138,3,58.93,78015609
104,7,54.15,69310997
175,6,99.93,4626213
103,2,95.42,97298397
127,1,28.01,74620302
127,9,17.64,53971111
134,7,27.21,3848142
134,8,59.76,28139928
115,6,96.02,11164876
176,3,48.28,38969751
171,7,85.03,15658319
179,6,24.17,20216313
173,2,75.35,66445555
185,8,67.76,69923487
144,2,39.02,38076060
199,9,78.23,70723304
115,9,81.71,93233026
169,1,51.93,89877586
164,4,23.19,4942153
124,5,65.9,46120724
114,1,92.16,89360118
100,4,68.93,71459080
109,2,67.68,61946668
100,3,57.28,3017388
109,1,31.14,69542800
120,9,43.61,68877613
177,4,29.98,15765611
111,3,73.44,20103972
171,2,47.93,69169748
185,7,87.47,20986933
181,9,90.32,10224489
176,1,50.03,81459629
106,9,83.24,7382307
108,5,9.49,25284539
156,8,62.83,20019679
104,5,61.01,58731345
187,1,75.88,64591728
130,3,34.41,28255789
136,2,61.96,71147154
180,8,16.32,36976225
151,2,42.18,55441445
190,4,87.81,38522536
148,1,20.33,60889508
110,3,24.01,61074293
170,4,37.9,76216794
189,8,25.92,41475164
146,9,45.23,57840505
188,4,82.66,14518966
129,7,55.04,6651916
190,1,76.49,47354012
166,4,6.04,64464282
111,2,66.04,88007410
183,7,99.96,93209106
157,1,69.9,29766048
142,1,14.39,14254253
158,2,25.97,23156944
130,8,99.45,86905473
126,3,91.29,40738673
134,9,5.47,74474790
149,7,41.7,84456632
165,3,56.58,69315282
108,9,86.42,11268680
149,9,11.8,70177909
180,9,66.45,99331016
103,2,88.01,72156926
196,5,93.43,98771028
170,9,53.81,19306773
138,2,35.26,79532822
172,6,27.11,66155430
134,1,21.88,16985841
190,5,29.81,32860214
158,4,64.38,27933190
143,3,6.46,3986219
165,3,19.87,30379565
199,3,85.74,52165641
158,3,35.55,85662681
186,3,19,10512838
110,2,79.67,39027030
152,1,83.17,66174806
163,8,21.02,67634606
137,5,74.27,63958317
151,7,36.13,9563483
122,9,44.86,82089368
185,1,46.47,16814028
144,9,55.04,67880249
134,9,42.97,90501906
161,6,91.71,65062470
106,5,6.32,98723348
106,9,78.21,54480919
178,9,63.51,27326701
161,7,21.21,69462900
128,8,10.01,75518363
159,8,13.97,86985994
186,1,95.09,17658294
186,9,69.9,42031536
107,4,41.45,32455908
138,9,66.04,57706214
182,5,75.35,68474881
126,4,15.19,95957647
105,6,56.05,44022044
123,8,36.95,23410756
180,9,77.67,78599383
157,6,68.74,66923671
188,2,36.95,89753323
167,7,45,72284872
164,5,28.84,21771569
161,3,75.35,67401376
166,8,84.82,34011607
118,7,74.54,99517038
184,6,30.81,66144045
119,2,84.13,65944264
139,8,35.12,2340579
152,6,60.48,16120631
170,4,67.86,49564044
127,3,78.21,85667167
175,7,56.75,18579819
185,3,25.24,71300252
151,7,72.95,34842577
102,7,27.53,13050481
136,2,73.17,35436348
157,5,18.82,39990556
162,2,25.33,3472286
173,2,8.03,85150218
125,7,88.58,18465914
164,8,94.39,35499435
199,8,33.44,59792192
148,4,31.13,71562681
197,8,82.67,19506654
130,8,63.29,20154646
130,6,37.08,80710769
119,5,85.11,74852888
153,9,59.17,37190002
121,3,91.22,29553990
183,8,65.89,58427057
184,1,73.95,49796629
149,7,46.59,62419567
119,7,16.45,93704847
178,6,99.56,56212167
120,2,34.62,80360353
110,4,63.78,54835160
111,6,9.91,71156286
137,8,98.71,3069851
147,7,72.54,96545539
188,8,31.25,36115549
144,9,74.6,5833979
151,2,15.97,46356321
176,3,18.93,34590843
187,1,18.23,58895009
126,5,8.81,27279427
107,9,43.38,13975746
137,7,8.03,69391712
159,8,83.79,5774982
113,9,82.78,64161402
135,9,47.59,8558640
192,2,89.9,58409138
101,3,68.06,65628225
125,4,78.54,93148849
112,6,80.17,89146903
138,9,40.15,58220863
118,3,89.45,62940405
134,4,58.02,55122337
164,9,94.14,34145494
170,1,13.88,54522169
148,8,26.04,46979469
118,9,10.56,51251512
138,8,42.99,97197751
198,2,49.69,91776891
122,5,96.12,70162127
161,7,30.67,90687082
146,2,31.08,12448357
188,6,9.65,83227042
191,2,96.81,34761564
136,9,50.32,77920744
178,7,34.85,48482493
178,8,64.15,75095482
102,9,94.91,86635912
163,2,7.69,28910459
194,9,27.09,2565958
138,1,72.08,75704056
163,7,98.03,75429140
169,1,47.23,38969843
126,4,23.16,4941507
108,5,14.55,22312419
154,6,67.93,23794719
171,6,65.37,22078988
159,5,71.24,88600963
118,8,76.98,92844056
160,9,97.9,5219902
173,6,80.88,74698264
122,3,10.4,13597801
197,8,97.79,85519220
105,8,22.42,76961335
134,4,65.24,37323523
119,4,44.24,24541787
149,3,52.22,67155989
140,1,48.52,48607131
160,5,31.03,34843581
179,6,57.19,89260845
187,5,70.71,5699261
168,6,83.26,83420764
183,3,63.07,7069444
185,3,79.63,75777500
150,4,10.79,84986153
104,5,32.11,36830916
131,7,25.71,11098386
189,3,72.51,44600174
178,1,50.54,84087140
113,2,78.14,97304081
174,4,79.09,61821729
159,3,38.6,92877962
122,8,58.57,71975405
138,2,30.96,57465609
188,5,31.75,4539766
136,2,45.8,28378938
156,2,32.78,99699215
122,1,61.48,18413458
188,4,27.36,24106634
181,4,11.42,73203155
154,6,92.08,45569746
184,2,18.42,75129255
110,9,95.67,58126660
188,4,23.01,97333555
158,8,9.1,94916638
174,4,95.83,36381739
123,4,80.12,2155999
197,7,14.12,49883428
133,8,88.39,55292344
163,2,50.79,74943425
139,5,21.38,90321443
191,4,98.86,65965863
104,3,40.32,29518678
196,4,48.38,75885106
199,3,76.21,40023144
188,6,39.8,82015718
159,7,72.42,30132580
114,8,72.18,68344139
168,7,60.24,97382010
145,4,42.9,38284519
150,3,43.25,71108254
184,7,67.51,41473818
172,1,52.37,74997404
180,1,18.86,2608358
117,3,85.43,6234744
198,2,63.8,29272143
119,6,90.57,47720220
174,2,17.13,70533613
176,2,14.84,10806814
148,8,8.78,56926866
176,3,98.25,73610144
181,2,45.46,16325036
141,1,9.57,20875701
191,2,79.87,35009344
103,9,9.98,85606647
158,1,82.66,23998346
116,4,73.79,46253507
143,8,58.23,61394070
127,3,84.69,1833430
191,2,28.89,17958547
193,1,64.18,97666660
119,4,33.61,2196794
128,6,81.14,79168458
143,7,42.67,20123512
111,9,87.47,48785297
112,4,33.38,53025180
121,6,75.37,68109479
170,1,95.87,87843200
165,2,83.12,40447339
191,9,8.14,63920215
127,4,63.88,58220986
168,1,34.32,3443590
177,1,85.01,50847310
131,2,67.13,4579786
134,1,87.25,1542295
182,2,80.7,32759921
103,4,86.2,16492530
196,7,79.7,56318692
120,3,32.72,57441825
191,5,91.14,73136989
110,5,80.81,10330456
184,4,56.32,47122475
111,2,34.22,62979986
115,8,87.48,56638073
110,1,91.69,61281790
121,7,34.71,4340669
103,7,62.32,82997083
191,4,77.39,96490716
164,3,57.44,12791491
156,2,53.75,44717155
155,9,43.23,18890150
156,5,85.7,41422663
108,7,89.12,88670669
178,3,66.48,83971235
128,1,39.85,10414088
181,9,98.27,43038909
154,2,19.03,78423640
186,6,84.71,78057906
136,8,68.72,38683
158,5,56.43,94658835
135,9,97.38,84838681
115,9,51.41,54181502
185,5,43.16,7336362
166,3,23.54,5090723
147,2,46.24,40287140
159,6,58.46,50894802
182,5,97.27,5253197
155,4,25.47,95696256
189,3,53.09,33508719
141,7,61.61,95497341
135,4,52.55,32212860
146,2,22.11,94958287
193,7,92.37,98350209
155,3,12.82,1186086
178,5,38.16,58115336
153,2,15.68,33573496
105,6,54.04,47986114
103,9,66.55,30892897
161,3,68.37,94085914
179,3,21.09,22794956
139,7,44.15,97461517
117,8,38.99,25017533
112,4,23.51,46121097
151,9,99.07,28123767
103,2,8.48,33930879
173,2,91.22,4858669
106,7,35.09,92200821
161,5,63.64,26200460
190,2,82.58,31224277
148,8,38.2,15144508
198,4,86.68,42227571
136,5,56.87,33144986
198,2,48.21,13712228
196,4,5.1,95596990
146,5,97.38,17293129
168,1,30.21,95077093
174,4,83.17,19380667
197,4,50.91,30556478
199,8,65.02,47117143
145,6,74.81,1475210
198,4,31,76765964
197,3,6.83,57829159
126,5,50.88,59469124
147,9,70.96,19071299
178,1,33.42,38385889
199,2,53.63,96599969
184,9,88.3,12685752
188,8,11.44,86750974
170,1,57.34,39209443
195,2,21.24,5890989
195,5,6.22,95324258
176,2,14.78,38223730
110,6,70.79,96562802
173,6,35.52,86302869
198,8,45.42,71068671
129,5,28.15,55113342
151,3,30.1,94623109
189,3,59.99,64632490
111,1,63.16,42858041
149,7,10.34,82840204
138,3,94.04,14928536
164,5,21.6,58193051
178,6,86.11,91743572
101,8,8.41,97326274
114,5,32.91,20285418
131,8,76.02,91481948
150,5,59.87,54802537
148,3,31.99,31669207
193,7,5.4,84890986
114,3,29.78,53631565
142,4,71.89,24804226
100,5,55.03,48084987
109,3,27.62,76270321
109,8,99.52,58154830
141,4,11.13,61750531
185,9,90.97,11199502
176,1,31.94,77942296
165,6,79.8,63172492
102,5,42.56,22170583
191,4,81.91,28382621
129,1,76.17,36382927
161,4,9.92,34535479
150,7,43.28,56759235
169,3,99.61,43748716
103,8,76.78,40471457
191,4,31.41,23358133
140,7,42.2,16265400
188,5,33.39,25950373
151,5,9.07,77456342
102,2,62.7,70262414
174,6,71.11,23766174
141,2,63.06,4200697
166,5,47.6,61980914
108,8,25.92,91133786
150,8,45.06,88283432
131,3,57.45,43150083
162,5,69.92,9862388
138,1,79.77,53050557
112,6,59.61,1822472
186,6,48.63,57326825
145,2,92.98,27003619
141,1,43.82,80032175
143,9,24.06,54249196
168,6,35.35,57353302
133,8,54.56,36593064
117,3,55.25,74017607
160,7,48.96,89779507
107,8,22.56,55374972
147,5,25.83,98299867
150,8,95.21,36122790
148,5,77.77,45867385
183,2,62.38,22105790
147,9,65.09,34014219
175,6,85.34,18866445
159,5,85.63,7618048
190,9,69.23,28848325
115,9,7.26,59670070
116,8,17.85,35869726
164,9,68.25,44484989
163,6,78.79,91343642
139,6,21.87,74273973
197,2,25.54,83128424
138,5,74.88,57959245
166,3,41.88,76395130
120,3,64.38,95963433
105,8,17.07,23832138
196,3,42.16,13633103
196,1,14.64,1957419
152,3,88.71,65185995
187,4,58.56,71273419
143,5,81.12,31467254
126,8,96.65,90257704
164,6,76.2,67589609
124,6,12.25,3414088
105,3,29.63,70472448
187,3,15.53,41596777
138,6,85.29,41882726
167,9,33.82,79408325
137,2,75.53,92359314
176,4,40.8,82701307
174,4,92.69,78563179
117,7,75.42,39226785
102,7,39.59,96113943
197,5,95.83,70722529
119,1,83.51,60831002
174,8,90,57898421
112,8,56.28,242608
152,4,59.03,12066230
186,9,54.84,24263528
154,3,73.2,31814799
127,9,54.43,98933471
135,6,82.98,92404601
169,6,74.44,3487310
166,5,55.04,15805881
154,9,74.5,82097943
116,4,92.28,32296495
103,8,16.85,61563360
100,8,71.88,31338486
178,5,48.65,57906218
105,2,76.16,36102358
142,4,32.39,17202800
150,7,39.02,94312294
101,8,94.18,66138419
181,1,58.21,97883807
163,1,86.44,8780980
135,2,63.9,48194341
166,2,81.34,46998545
136,8,27.21,28441670
133,8,82.89,86755559
142,7,13.97,30342
174,2,35.3,2137650
146,7,59.74,6051976
165,3,87.87,84695635
186,8,86.98,77829962
151,5,23.33,15051240
152,7,88.02,518918
152,8,52.13,84219749
160,6,34.38,47499096
151,3,43.66,23368750
124,8,49.63,8908148
127,9,92.39,75740917
100,5,48.63,47840904
188,8,56.58,61018624
139,9,11.97,64897677
179,2,32.75,19675602
101,9,18.89,49111576
161,5,94.15,49505412
188,4,89.96,75826499
151,9,42.58,36675326
158,6,23.26,35940159
173,9,22.86,39381873
142,3,31.87,99577728
125,7,83.18,84741622
102,4,86.89,59209515
195,8,75.16,53211675
170,3,48.57,76067464
142,7,24.28,57569642
141,2,11.82,66688105
179,4,61.93,72750759
150,3,59.52,3940648
164,6,30.48,93164863
133,4,63.09,97091622
123,4,17.76,50853052
131,7,60.34,17245050
159,3,97.29,40846361
127,9,69.51,83907197
166,6,38.9,42639282
158,1,51.47,85160651
102,5,89.84,84556066
167,4,29.85,87861754
199,6,36.55,75130329
105,6,25.12,52538292
145,1,26.53,90252235
148,6,86.56,89350249
190,6,16.07,87227567
115,6,20.05,80353836
170,7,86.35,79701433
164,4,8.17,50542260
164,7,79.47,58434444
144,1,85.19,10830673
124,5,71.69,17022477
176,8,56.86,79707794
100,7,74.17,42363422
140,3,80.82,33738529
143,2,89.09,86018616
121,8,36.94,54471283
186,8,22.46,77522788
128,2,56.9,77676344
121,3,23.27,60234360
118,9,27.79,54030268
171,7,96.99,71125510
135,3,47.18,38865763
116,6,13.75,93565721
188,9,32.34,64761671
185,1,73.61,92259928
125,8,16.86,12131488
164,9,5.07,18867725
192,3,21.9,31733922
141,9,37.69,81452606
137,4,74.81,77933454
170,7,46.16,40256788
143,1,39.83,68486310
184,6,84.43,71345970
124,9,53.9,47406148
182,8,8.57,38503313
112,9,45.52,22660893
100,3,52.39,13043742
141,8,96.79,44225964
102,7,51.46,74686438
126,4,45.94,66138655
154,8,66.47,20678302
104,3,85.97,30266445
102,8,61.73,67250196
189,4,89.53,28956068
153,3,79.98,43407415
168,6,63.68,3025260
175,4,54.07,27464250
198,7,38.94,2333120
129,5,22.92,20448813
132,7,98.32,6875558
172,3,78.38,78506138
177,6,24.54,41982303
179,6,89.81,99970185
193,4,15.83,73255802
178,6,79.54,6659486
145,9,13.47,85030329
184,5,51.2,89261477
113,2,68.57,10263648
189,4,76.88,84334657
137,2,76.04,69055218
127,9,11.93,84098474
171,2,20.63,5736249
131,3,76.81,78192409
194,2,26.18,74069729
123,4,16.43,67992836
155,7,86.82,55751124
119,3,65.16,36900732
171,2,84.29,49041934
142,4,38.88,82237561
107,8,91.04,24430036
174,3,86.56,24725958
180,4,45.94,94920673
149,1,37.08,30620841
178,8,66.51,45187452
101,9,54.36,21921186
128,8,63.65,79691338
136,9,22.05,13374105
119,6,12.39,2449609
155,6,67.92,83868566
167,6,28.34,61743083
192,4,37.57,50878215
109,2,95.92,73780731
182,2,39.95,36969104
189,3,90.3,47286429
131,9,28.87,39831354
134,6,84.44,3406366
198,9,86.26,69438295
130,1,61.35,85886940
162,9,36.59,11855828
196,7,84.52,47333062
124,1,23.26,30019775
181,7,44.79,72927984
197,3,37.46,76521867
137,9,76.62,42952473
165,5,6.3,29827428
175,8,95.72,26571201
151,9,12.8,80435105
197,7,29.09,54630192
170,8,64.53,2346991
187,6,30.53,12354344
152,1,58.81,51134990
166,3,28.72,36582181
108,1,9.02,21719578
183,1,97.19,32653090
113,9,84.85,21699016
173,1,63.01,42670391
100,5,37.58,44411459
154,9,45.51,99387433
180,9,19.4,95537214
186,1,35.88,36375
158,4,41.56,99055523
136,4,55.83,40652245
152,7,55.2,66879244
125,6,79.41,6105044
108,1,67.61,12746576
171,1,71.65,71201993
117,2,49.51,27700426
149,1,27.32,57005553
177,6,98.58,72699249
101,3,39.75,16708624
124,7,85.98,82393182
195,2,68.31,46443533
100,5,45.33,61666245
135,6,84.06,4466
195,1,74.46,40464923
189,4,63.24,23016224
147,7,75.77,85902923
123,6,32.42,69358739
143,9,88.59,48741835
148,6,67.9,5497737
166,2,82.32,42167501
147,2,82.11,20042127
167,2,58.26,27125939
175,8,25.18,98771011
190,4,42.71,66951544
161,5,90.29,89078013
118,9,32.24,52092329
128,8,95.19,7641084
156,9,61.37,10259665
176,4,61.08,41315026
148,9,7.63,47727700
137,3,75.44,64582443
169,2,85.94,4325505
147,1,70.54,71674278
112,4,52.47,27259344
129,6,95.05,32005349
169,6,82.37,89245088
181,8,41.14,88234304
174,8,79.67,76070389
105,1,38.52,92975446
124,6,22.18,26847719
166,9,32.73,52818981
104,9,77.48,19884806
146,9,92.81,83065590
123,8,89.05,53772169
108,4,65.9,47311794
105,3,42.02,7811807
